GO:0106414	mRNA dihydrouridine synthase activity	56931
GO:0005436	sodium:phosphate symporter activity	142680
GO:0005436	sodium:phosphate symporter activity	6574
GO:0005436	sodium:phosphate symporter activity	6575
GO:0005436	sodium:phosphate symporter activity	246213
GO:0005436	sodium:phosphate symporter activity	57084
GO:0005436	sodium:phosphate symporter activity	57030
GO:0005436	sodium:phosphate symporter activity	10568
GO:0140778	microtubule stabilizing activity	4134
GO:0032029	myosin tail binding	51332
GO:0141040	very-long-chain 3-oxoacyl-CoA reductase activity	51144
GO:0140773	NAD-dependent protein demyristoylase activity	22933
GO:0140773	NAD-dependent protein demyristoylase activity	51548
GO:0140777	protein-containing complex stabilizing activity	64756
GO:0102265	tRNA-dihydrouridine47 synthase activity	56931
GO:0140774	NAD-dependent protein depalmitoylase activity	22933
GO:0140774	NAD-dependent protein depalmitoylase activity	51548
GO:0004464	leukotriene-C4 synthase activity	4259
GO:0004464	leukotriene-C4 synthase activity	4056
GO:0004464	leukotriene-C4 synthase activity	4258
GO:0004464	leukotriene-C4 synthase activity	2948
GO:0004465	lipoprotein lipase activity	4023
GO:0004466	long-chain fatty acyl-CoA dehydrogenase activity	33
GO:0004466	long-chain fatty acyl-CoA dehydrogenase activity	28976
GO:0004466	long-chain fatty acyl-CoA dehydrogenase activity	84129
GO:0004466	long-chain fatty acyl-CoA dehydrogenase activity	37
GO:0004467	long-chain fatty acid-CoA ligase activity	81616
GO:0004467	long-chain fatty acid-CoA ligase activity	11001
GO:0004467	long-chain fatty acid-CoA ligase activity	11000
GO:0004467	long-chain fatty acid-CoA ligase activity	23205
GO:0004467	long-chain fatty acid-CoA ligase activity	10999
GO:0004467	long-chain fatty acid-CoA ligase activity	116285
GO:0004467	long-chain fatty acid-CoA ligase activity	51703
GO:0004467	long-chain fatty acid-CoA ligase activity	2182
GO:0004467	long-chain fatty acid-CoA ligase activity	2181
GO:0004467	long-chain fatty acid-CoA ligase activity	2180
GO:0004467	long-chain fatty acid-CoA ligase activity	376497
GO:0004467	long-chain fatty acid-CoA ligase activity	23305
GO:0004461	lactose synthase activity	2683
GO:0004462	lactoylglutathione lyase activity	2739
GO:0004463	leukotriene-A4 hydrolase activity	4048
GO:0005114	type II transforming growth factor beta receptor binding	2022
GO:0005114	type II transforming growth factor beta receptor binding	7046
GO:0005114	type II transforming growth factor beta receptor binding	7040
GO:0005114	type II transforming growth factor beta receptor binding	7043
GO:0005114	type II transforming growth factor beta receptor binding	7042
GO:0005114	type II transforming growth factor beta receptor binding	268
GO:0005114	type II transforming growth factor beta receptor binding	7049
GO:0004468	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	9027
GO:0004468	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	8850
GO:0004468	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	2033
GO:0004468	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	79969
GO:0005112	Notch binding	1840
GO:0005112	Notch binding	6868
GO:0005112	Notch binding	22848
GO:0005112	Notch binding	79094
GO:0005112	Notch binding	63917
GO:0005111	type 2 fibroblast growth factor receptor binding	8817
GO:0005111	type 2 fibroblast growth factor receptor binding	8822
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	54496
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	138199
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	6839
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	79624
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	56341
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	196410
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	56257
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	115294
GO:0008970	phospholipase A1 activity	54979
GO:0008970	phospholipase A1 activity	11145
GO:0008970	phospholipase A1 activity	23659
GO:0008970	phospholipase A1 activity	57110
GO:0008970	phospholipase A1 activity	9388
GO:0008970	phospholipase A1 activity	5920
GO:0008970	phospholipase A1 activity	4023
GO:0008970	phospholipase A1 activity	117245
GO:0008970	phospholipase A1 activity	3990
GO:0008753	NADPH dehydrogenase (quinone) activity	874
GO:0008753	NADPH dehydrogenase (quinone) activity	84816
GO:0008753	NADPH dehydrogenase (quinone) activity	84869
GO:0036094	small molecule binding	6820
GO:0036094	small molecule binding	4144
GO:0036094	small molecule binding	779
GO:0036094	small molecule binding	8565
GO:0036094	small molecule binding	8985
GO:0036094	small molecule binding	1373
GO:0036094	small molecule binding	10892
GO:0036094	small molecule binding	223
GO:0036094	small molecule binding	6696
GO:0036094	small molecule binding	3292
GO:0008199	ferric iron binding	54
GO:0008199	ferric iron binding	2395
GO:0086089	voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization	3762
GO:0086089	voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization	3741
GO:0008190	eukaryotic initiation factor 4E binding	1979
GO:0008190	eukaryotic initiation factor 4E binding	1981
GO:0008190	eukaryotic initiation factor 4E binding	1978
GO:0008190	eukaryotic initiation factor 4E binding	23357
GO:0008190	eukaryotic initiation factor 4E binding	3087
GO:0008190	eukaryotic initiation factor 4E binding	1654
GO:0008191	metalloendopeptidase inhibitor activity	50859
GO:0008191	metalloendopeptidase inhibitor activity	4803
GO:0008191	metalloendopeptidase inhibitor activity	8434
GO:0008191	metalloendopeptidase inhibitor activity	7076
GO:0008191	metalloendopeptidase inhibitor activity	26998
GO:0008191	metalloendopeptidase inhibitor activity	684
GO:0008191	metalloendopeptidase inhibitor activity	6695
GO:0008192	RNA guanylyltransferase activity	8732
GO:0008193	tRNA guanylyltransferase activity	54974
GO:0000774	adenyl-nucleotide exchange factor activity	573
GO:0000774	adenyl-nucleotide exchange factor activity	9532
GO:0000774	adenyl-nucleotide exchange factor activity	9531
GO:0000774	adenyl-nucleotide exchange factor activity	5216
GO:0000774	adenyl-nucleotide exchange factor activity	10808
GO:0000774	adenyl-nucleotide exchange factor activity	64374
GO:0008195	phosphatidate phosphatase activity	84513
GO:0008195	phosphatidate phosphatase activity	8612
GO:0008195	phosphatidate phosphatase activity	403313
GO:0008195	phosphatidate phosphatase activity	196051
GO:0008195	phosphatidate phosphatase activity	9663
GO:0008195	phosphatidate phosphatase activity	8613
GO:0008195	phosphatidate phosphatase activity	23175
GO:0008195	phosphatidate phosphatase activity	8611
GO:0008127	quercetin 2,3-dioxygenase activity	8544
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	29968
GO:0004649	poly(ADP-ribose) glycohydrolase activity	54936
GO:0004649	poly(ADP-ribose) glycohydrolase activity	8505
GO:0031735	CCR10 chemokine receptor binding	6363
GO:0031735	CCR10 chemokine receptor binding	10563
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	51106
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	27292
GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	2618
GO:0004642	phosphoribosylformylglycinamidine synthase activity	5198
GO:0050484	GMP 5'-nucleotidase activity	22978
GO:0050484	GMP 5'-nucleotidase activity	4907
GO:0004644	phosphoribosylglycinamide formyltransferase activity	2618
GO:0044022	histone H3S28 kinase activity	8986
GO:0044022	histone H3S28 kinase activity	9252
GO:0160154	tRNA pseudouridine(38/39) synthase activity	83480
GO:0004888	transmembrane signaling receptor activity	55366
GO:0004888	transmembrane signaling receptor activity	23654
GO:0004888	transmembrane signaling receptor activity	150372
GO:0004888	transmembrane signaling receptor activity	60401
GO:0004888	transmembrane signaling receptor activity	51348
GO:0004888	transmembrane signaling receptor activity	971
GO:0004888	transmembrane signaling receptor activity	51266
GO:0004888	transmembrane signaling receptor activity	939
GO:0004888	transmembrane signaling receptor activity	10913
GO:0004888	transmembrane signaling receptor activity	917
GO:0004888	transmembrane signaling receptor activity	658
GO:0004888	transmembrane signaling receptor activity	57512
GO:0004888	transmembrane signaling receptor activity	9379
GO:0004888	transmembrane signaling receptor activity	9378
GO:0004888	transmembrane signaling receptor activity	54209
GO:0004888	transmembrane signaling receptor activity	55716
GO:0004888	transmembrane signaling receptor activity	6401
GO:0004888	transmembrane signaling receptor activity	59352
GO:0004888	transmembrane signaling receptor activity	8792
GO:0004888	transmembrane signaling receptor activity	7049
GO:0004888	transmembrane signaling receptor activity	10507
GO:0004888	transmembrane signaling receptor activity	7442
GO:0004888	transmembrane signaling receptor activity	2064
GO:0004888	transmembrane signaling receptor activity	6653
GO:0004888	transmembrane signaling receptor activity	969
GO:0004888	transmembrane signaling receptor activity	50615
GO:0004888	transmembrane signaling receptor activity	924
GO:0004888	transmembrane signaling receptor activity	6259
GO:0004888	transmembrane signaling receptor activity	1956
GO:0004888	transmembrane signaling receptor activity	84168
GO:0004888	transmembrane signaling receptor activity	51310
GO:0004888	transmembrane signaling receptor activity	1380
GO:0004888	transmembrane signaling receptor activity	2065
GO:0004888	transmembrane signaling receptor activity	4851
GO:0160150	tRNA pseudouridine(13) synthase activity	54517
GO:0070735	protein-glycine ligase activity	26140
GO:0070735	protein-glycine ligase activity	254173
GO:1905059	P-type calcium transporter activity involved in regulation of postsynaptic cytosolic calcium ion concentration	491
GO:1905056	P-type calcium transporter activity involved in regulation of presynaptic cytosolic calcium ion concentration	492
GO:0070251	pristanate-CoA ligase activity	11001
GO:0003858	3-hydroxybutyrate dehydrogenase activity	622
GO:0003858	3-hydroxybutyrate dehydrogenase activity	56898
GO:0008379	thioredoxin peroxidase activity	7001
GO:0008379	thioredoxin peroxidase activity	10935
GO:0008379	thioredoxin peroxidase activity	25824
GO:0008379	thioredoxin peroxidase activity	5052
GO:0001883	purine nucleoside binding	221443
GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity	3284
GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity	3283
GO:0008375	acetylglucosaminyltransferase activity	84892
GO:0008375	acetylglucosaminyltransferase activity	2132
GO:0008375	acetylglucosaminyltransferase activity	55624
GO:0008375	acetylglucosaminyltransferase activity	3073
GO:0008375	acetylglucosaminyltransferase activity	3074
GO:0008375	acetylglucosaminyltransferase activity	93010
GO:0060090	molecular adaptor activity	4300
GO:0060090	molecular adaptor activity	286257
GO:0060090	molecular adaptor activity	8624
GO:0060090	molecular adaptor activity	114548
GO:0060090	molecular adaptor activity	84993
GO:0060090	molecular adaptor activity	54726
GO:0060090	molecular adaptor activity	147945
GO:0060090	molecular adaptor activity	10454
GO:0060090	molecular adaptor activity	3656
GO:0060090	molecular adaptor activity	6649
GO:0060090	molecular adaptor activity	9830
GO:0060090	molecular adaptor activity	11117
GO:0060090	molecular adaptor activity	3642
GO:0060090	molecular adaptor activity	9472
GO:0060090	molecular adaptor activity	339451
GO:0060090	molecular adaptor activity	389541
GO:0060090	molecular adaptor activity	23118
GO:0060090	molecular adaptor activity	409
GO:0060090	molecular adaptor activity	23479
GO:0060090	molecular adaptor activity	11274
GO:0060090	molecular adaptor activity	7048
GO:0060090	molecular adaptor activity	55
GO:0060090	molecular adaptor activity	825
GO:0060090	molecular adaptor activity	54927
GO:0060090	molecular adaptor activity	23286
GO:0060090	molecular adaptor activity	3949
GO:0060090	molecular adaptor activity	51295
GO:0060090	molecular adaptor activity	64768
GO:0060090	molecular adaptor activity	596
GO:0060090	molecular adaptor activity	65264
GO:0060090	molecular adaptor activity	55527
GO:0060090	molecular adaptor activity	388325
GO:0060090	molecular adaptor activity	6453
GO:0060090	molecular adaptor activity	9659
GO:0060090	molecular adaptor activity	8449
GO:0060090	molecular adaptor activity	5318
GO:0060090	molecular adaptor activity	11030
GO:0060090	molecular adaptor activity	6667
GO:0060090	molecular adaptor activity	114609
GO:0060090	molecular adaptor activity	27141
GO:0060090	molecular adaptor activity	7431
